#Software: Microsoft Internet Information Services 8.0
#Version: 1.0
#Date: 2020-06-29 07:35:42
#Fields: date time s-sitename s-computername s-ip cs-method cs-uri-stem cs-uri-query s-port cs-username c-ip cs(User-Agent) cs(Referer) cs-host sc-status sc-substatus sc-win32-status sc-bytes cs-bytes time-taken
2020-06-29 11:32:09 W3SVC1222 JASMINE 143.95.251.7 GET /wp-login.php - 80 - 94.79.7.5 Mozilla/5.0+(Windows+NT+6.0;+rv:34.0)+Gecko/20100101+Firefox/34.0 - elainesamworth.org 200 0 0 1731 180 453
2020-06-29 11:32:09 W3SVC1222 JASMINE 143.95.251.7 POST /wp-login.php - 80 - 94.79.7.5 Mozilla/5.0+(Windows+NT+6.0;+rv:34.0)+Gecko/20100101+Firefox/34.0 http://elainesamworth.org/wp-login.php elainesamworth.org 200 0 0 2159 477 468
2020-06-29 11:41:37 W3SVC1222 JASMINE 143.95.251.7 GET /wp-login.php - 80 - 178.205.130.253 Mozilla/5.0+(Windows+NT+6.0;+rv:34.0)+Gecko/20100101+Firefox/34.0 - elainesamworth.org 200 0 0 1731 180 531
2020-06-29 11:41:38 W3SVC1222 JASMINE 143.95.251.7 POST /wp-login.php - 80 - 178.205.130.253 Mozilla/5.0+(Windows+NT+6.0;+rv:34.0)+Gecko/20100101+Firefox/34.0 http://elainesamworth.org/wp-login.php elainesamworth.org 200 0 0 2159 486 1093
2020-06-29 11:45:28 W3SVC1222 JASMINE 143.95.251.7 GET /wp-login.php - 80 - 194.186.85.102 Mozilla/5.0+(Windows+NT+6.0;+rv:34.0)+Gecko/20100101+Firefox/34.0 - elainesamworth.org 200 0 0 1731 180 499
2020-06-29 11:45:28 W3SVC1222 JASMINE 143.95.251.7 POST /wp-login.php - 80 - 194.186.85.102 Mozilla/5.0+(Windows+NT+6.0;+rv:34.0)+Gecko/20100101+Firefox/34.0 http://elainesamworth.org/wp-login.php elainesamworth.org 200 0 0 2159 471 468
#Software: Microsoft Internet Information Services 8.0
#Version: 1.0
#Date: 2020-06-29 12:19:18
#Fields: date time s-sitename s-computername s-ip cs-method cs-uri-stem cs-uri-query s-port cs-username c-ip cs(User-Agent) cs(Referer) cs-host sc-status sc-substatus sc-win32-status sc-bytes cs-bytes time-taken
2020-06-29 12:19:18 W3SVC1222 JASMINE 143.95.251.7 GET /wp-login.php - 80 - 82.138.61.250 Mozilla/5.0+(Windows+NT+6.0;+rv:34.0)+Gecko/20100101+Firefox/34.0 - elainesamworth.org 200 0 0 1731 180 4140
2020-06-29 12:19:18 W3SVC1222 JASMINE 143.95.251.7 POST /wp-login.php - 80 - 82.138.61.250 Mozilla/5.0+(Windows+NT+6.0;+rv:34.0)+Gecko/20100101+Firefox/34.0 http://elainesamworth.org/wp-login.php elainesamworth.org 200 0 0 2159 480 546
2020-06-29 12:19:19 W3SVC1222 JASMINE 143.95.251.7 POST /wp-cron.php doing_wp_cron=1593433157.6235640048980712890625 80 - 143.95.251.7 WordPress/4.9.15;+http://elainesamworth.org http://elainesamworth.org/wp-cron.php?doing_wp_cron=1593433157.6235640048980712890625 elainesamworth.org 200 0 64 0 389 2765
2020-06-29 12:22:28 W3SVC1222 JASMINE 143.95.251.7 GET /wp-login.php action=register 80 - 80.156.79.167 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/58.0.3029.110+Safari/537.36 - elainesamworth.org 302 0 0 624 224 390
2020-06-29 12:22:28 W3SVC1222 JASMINE 143.95.251.7 GET /wp-login.php registration=disabled 80 - 80.156.79.167 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/58.0.3029.110+Safari/537.36 http://elainesamworth.org/wp-login.php?action=register elainesamworth.org 200 0 0 1795 295 390
2020-06-29 12:22:34 W3SVC1222 JASMINE 143.95.251.7 GET /wp-content/plugins/drag-and-drop-multiple-file-upload-contact-form-7/assets/js/dnd-upload-cf7.js - 80 - 80.156.79.167 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/58.0.3029.110+Safari/537.36 - elainesamworth.org 404 0 0 52530 292 874
2020-06-29 12:31:42 W3SVC1222 JASMINE 143.95.251.7 GET /wp-login.php - 80 - 93.84.220.38 Mozilla/5.0+(Windows+NT+6.0;+rv:34.0)+Gecko/20100101+Firefox/34.0 - elainesamworth.org 200 0 0 1731 180 453
2020-06-29 12:31:42 W3SVC1222 JASMINE 143.95.251.7 POST /wp-login.php - 80 - 93.84.220.38 Mozilla/5.0+(Windows+NT+6.0;+rv:34.0)+Gecko/20100101+Firefox/34.0 http://elainesamworth.org/wp-login.php elainesamworth.org 200 0 0 2159 476 455
#Software: Microsoft Internet Information Services 8.0
#Version: 1.0
#Date: 2020-06-29 12:49:17
#Fields: date time s-sitename s-computername s-ip cs-method cs-uri-stem cs-uri-query s-port cs-username c-ip cs(User-Agent) cs(Referer) cs-host sc-status sc-substatus sc-win32-status sc-bytes cs-bytes time-taken
2020-06-29 12:49:17 W3SVC1222 JASMINE 143.95.251.7 GET /wp-login.php - 80 - 86.62.112.73 Mozilla/5.0+(Windows+NT+6.0;+rv:34.0)+Gecko/20100101+Firefox/34.0 - elainesamworth.org 200 0 0 1731 180 468
2020-06-29 12:49:17 W3SVC1222 JASMINE 143.95.251.7 POST /wp-login.php - 80 - 86.62.112.73 Mozilla/5.0+(Windows+NT+6.0;+rv:34.0)+Gecko/20100101+Firefox/34.0 http://elainesamworth.org/wp-login.php elainesamworth.org 200 0 0 2159 485 468
2020-06-29 12:52:58 W3SVC1222 JASMINE 143.95.251.7 GET /wp-login.php - 80 - 5.58.246.75 Mozilla/5.0+(Windows+NT+6.0;+rv:34.0)+Gecko/20100101+Firefox/34.0 - elainesamworth.org 200 0 0 1731 180 468
2020-06-29 12:52:58 W3SVC1222 JASMINE 143.95.251.7 POST /wp-login.php - 80 - 5.58.246.75 Mozilla/5.0+(Windows+NT+6.0;+rv:34.0)+Gecko/20100101+Firefox/34.0 http://elainesamworth.org/wp-login.php elainesamworth.org 200 0 0 2159 475 468
2020-06-29 12:54:13 W3SVC1222 JASMINE 143.95.251.7 GET /wp-login.php - 80 - 185.155.112.154 Mozilla/5.0+(Windows+NT+6.0;+rv:34.0)+Gecko/20100101+Firefox/34.0 - elainesamworth.org 200 0 0 1731 180 515
2020-06-29 12:54:14 W3SVC1222 JASMINE 143.95.251.7 POST /wp-login.php - 80 - 185.155.112.154 Mozilla/5.0+(Windows+NT+6.0;+rv:34.0)+Gecko/20100101+Firefox/34.0 http://elainesamworth.org/wp-login.php elainesamworth.org 200 0 0 2159 484 499
#Software: Microsoft Internet Information Services 8.0
#Version: 1.0
#Date: 2020-06-29 13:12:14
#Fields: date time s-sitename s-computername s-ip cs-method cs-uri-stem cs-uri-query s-port cs-username c-ip cs(User-Agent) cs(Referer) cs-host sc-status sc-substatus sc-win32-status sc-bytes cs-bytes time-taken
2020-06-29 13:12:14 W3SVC1222 JASMINE 143.95.251.7 POST /wp-cron.php doing_wp_cron=1593436333.7616250514984130859375 80 - 143.95.251.7 WordPress/4.9.15;+http://elainesamworth.org http://elainesamworth.org/wp-cron.php?doing_wp_cron=1593436333.7616250514984130859375 elainesamworth.org 200 0 0 346 389 468
2020-06-29 13:12:14 W3SVC1222 JASMINE 143.95.251.7 GET /wp-login.php - 80 - 78.154.178.14 Mozilla/5.0+(Windows+NT+6.0;+rv:34.0)+Gecko/20100101+Firefox/34.0 - elainesamworth.org 200 0 0 1731 180 1062
2020-06-29 13:12:14 W3SVC1222 JASMINE 143.95.251.7 POST /wp-login.php - 80 - 78.154.178.14 Mozilla/5.0+(Windows+NT+6.0;+rv:34.0)+Gecko/20100101+Firefox/34.0 http://elainesamworth.org/wp-login.php elainesamworth.org 200 0 0 2159 474 437
#Software: Microsoft Internet Information Services 8.0
#Version: 1.0
#Date: 2020-06-29 13:32:43
#Fields: date time s-sitename s-computername s-ip cs-method cs-uri-stem cs-uri-query s-port cs-username c-ip cs(User-Agent) cs(Referer) cs-host sc-status sc-substatus sc-win32-status sc-bytes cs-bytes time-taken
2020-06-29 13:32:43 W3SVC1222 JASMINE 143.95.251.7 GET /wp-login.php - 80 - 94.179.209.17 Mozilla/5.0+(Windows+NT+6.0;+rv:34.0)+Gecko/20100101+Firefox/34.0 - elainesamworth.org 200 0 0 1731 180 3390
2020-06-29 13:32:43 W3SVC1222 JASMINE 143.95.251.7 POST /wp-login.php - 80 - 94.179.209.17 Mozilla/5.0+(Windows+NT+6.0;+rv:34.0)+Gecko/20100101+Firefox/34.0 http://elainesamworth.org/wp-login.php elainesamworth.org 200 0 0 2159 474 671
2020-06-29 13:36:25 W3SVC1222 JASMINE 143.95.251.7 GET /wp-login.php - 80 - 83.146.116.52 Mozilla/5.0+(Windows+NT+6.0;+rv:34.0)+Gecko/20100101+Firefox/34.0 - elainesamworth.org 200 0 0 1731 180 499
2020-06-29 13:36:25 W3SVC1222 JASMINE 143.95.251.7 POST /wp-login.php - 80 - 83.146.116.52 Mozilla/5.0+(Windows+NT+6.0;+rv:34.0)+Gecko/20100101+Firefox/34.0 http://elainesamworth.org/wp-login.php elainesamworth.org 200 0 0 2159 483 499
2020-06-29 13:36:28 W3SVC1222 JASMINE 143.95.251.7 GET /wp-login.php - 80 - 31.47.154.50 Mozilla/5.0+(Windows+NT+6.0;+rv:34.0)+Gecko/20100101+Firefox/34.0 - elainesamworth.org 200 0 0 1731 180 484
2020-06-29 13:36:29 W3SVC1222 JASMINE 143.95.251.7 POST /wp-login.php - 80 - 31.47.154.50 Mozilla/5.0+(Windows+NT+6.0;+rv:34.0)+Gecko/20100101+Firefox/34.0 http://elainesamworth.org/wp-login.php elainesamworth.org 200 0 0 2159 474 468
2020-06-29 13:36:29 W3SVC1222 JASMINE 143.95.251.7 GET /wp-login.php - 80 - 195.19.7.1 Mozilla/5.0+(Windows+NT+6.0;+rv:34.0)+Gecko/20100101+Firefox/34.0 - elainesamworth.org 200 0 0 1731 180 468
2020-06-29 13:36:30 W3SVC1222 JASMINE 143.95.251.7 POST /wp-login.php - 80 - 195.19.7.1 Mozilla/5.0+(Windows+NT+6.0;+rv:34.0)+Gecko/20100101+Firefox/34.0 http://elainesamworth.org/wp-login.php elainesamworth.org 200 0 0 2159 483 468
#Software: Microsoft Internet Information Services 8.0
#Version: 1.0
#Date: 2020-06-29 13:53:12
#Fields: date time s-sitename s-computername s-ip cs-method cs-uri-stem cs-uri-query s-port cs-username c-ip cs(User-Agent) cs(Referer) cs-host sc-status sc-substatus sc-win32-status sc-bytes cs-bytes time-taken
